-10.000000,-9.980292,-9.167380
-6.467147,-2.707955,-8.173388
-8.154047,-0.255656,0.535006
-0.911332,-5.336432,6.625836
8.634629,1.361192,1.121887
-8.983361,5.341023,-9.621704
-4.952805,-4.036057,7.519618
0.631137,8.405219,0.308623
6.208589,-6.231595,7.726289
1.412280,-8.464509,6.305478
9.697821,-7.632966,7.878118
5.689673,-7.981675,-4.933787
-9.603167,-2.432451,3.577548
3.618461,5.054133,-9.875411
2.488134,-7.470751,2.350996
5.418565,-6.269284,-0.065566
0.190008,-3.681220,4.034051
-2.655067,7.526248,-2.580107
0.505048,-1.443309,0.854864
3.359572,-6.577163,6.615583
7.238108,5.384423,-8.948411
9.334593,-3.314322,-8.358069
-4.593708,-8.514752,3.524515
6.203171,-0.715775,1.383701
0.244060,1.730207,4.775171
7.433776,1.559346,9.294072
-3.329414,-2.143441,-6.461445
-7.762619,7.053617,6.223437
9.097746,8.085664,-7.221695
3.723747,-7.460251,-9.918196
-9.989944,-6.140962,1.735603
-2.500817,-9.464281,-0.704694
5.706861,-1.155303,-4.241922
7.067059,0.519439,4.568334
-4.673714,5.669681,-0.639116
-6.060053,-1.056461,4.568796
9.321860,5.136816,-0.678862
7.379329,-7.319215,6.921052
-9.638247,8.817096,3.401642
5.999431,-7.135664,2.209206
8.165651,5.488294,-2.678706
8.885759,7.696434,-1.096578
-6.739431,-1.503654,-0.402922
-9.377434,2.168604,5.845223
-6.350064,0.502426,7.975177
-3.824202,8.852518,-2.239507
8.610246,8.227684,-3.245633
0.656246,4.041545,9.420213
5.361704,5.038825,-8.182718
7.079334,-6.507111,-9.604592
-1.618930,-4.072602,-2.435351
-1.625671,-7.231037,-2.383066
-4.004399,-9.579758,-5.223948
-9.257812,-5.578819,0.508691
-0.109496,7.650440,5.476602
-8.819950,-7.603971,0.956025
-3.161686,-0.863762,1.762435
1.702999,-8.601460,6.378629
-1.936786,1.709661,-6.176781
7.845545,-6.473364,-5.845928
-7.685042,-6.821709,9.852881
3.631416,6.235921,2.844303
-3.413151,4.751066,6.469655
4.425220,3.159648,-2.824510
2.207295,-1.699927,6.299084
5.479308,-4.513785,-9.105159
2.020825,0.281822,2.604292
-6.382136,-4.429983,-0.950216
2.859715,4.856639,-1.726893
2.361045,2.365786,7.088728
-6.370858,-3.841441,-9.533436
-9.816360,9.029065,9.815096
-5.901200,2.081863,8.713048
1.191347,0.937324,-1.217441
-1.004961,-3.863894,-5.983723
-5.684010,-9.002088,-5.808777
1.491267,8.296404,-1.687801
3.083178,-2.885989,1.734050
-2.161088,-9.322997,-4.289672
-8.167919,-1.112309,8.518732
8.425683,2.118550,7.222919
-9.705656,3.734016,6.891370
-7.407055,-8.806879,-9.738558
-2.176825,7.313520,-9.698853
8.485770,7.734376,3.241373
3.098219,-8.473203,-8.140457
-9.934958,0.533402,5.795125
3.080375,0.917851,5.967774
4.535057,-4.933705,-4.895078
-7.232911,-0.341015,-0.648267
-7.982482,0.084284,7.167901
-9.799046,6.431410,9.286352
-9.610812,8.592386,-8.738392
-9.240755,-6.194862,-4.466689
-1.053718,2.987637,-6.977530
-0.256893,2.993154,0.685596
-2.863952,-2.117673,4.439846
4.494036,-3.877179,-7.868386
8.215592,4.818275,-5.218846
3.026876,-2.631773,-9.476371
6.985157,-9.163679,-8.877579
-1.479228,-0.405335,0.033890
9.610534,2.150105,8.253119
5.008330,4.276258,9.422647
-9.415766,-4.714226,-9.633790
-8.386477,-6.907284,-7.712964
5.130752,8.764976,-7.423924
1.852234,-7.549517,1.983561
-8.682543,-4.879486,-1.750987
8.967746,-2.930093,-9.660072
9.468509,5.247171,7.239496
-1.897393,7.357341,-9.264771
-5.830416,-1.533333,9.696464
1.287053,1.525238,-0.635544
-0.716803,5.222410,-3.958314
-1.654870,-8.029520,-7.263078
3.962752,-6.391041,7.861539
4.617576,-3.954258,-7.175633
6.481992,-1.155944,1.802248
9.552442,0.053781,7.953187
4.496167,-4.774356,-0.899300
-4.760849,9.209772,-9.661388
8.808776,8.039216,-8.042583
0.422450,-8.305968,5.908040
7.378208,-8.084365,7.605433
-9.879877,-5.959766,-0.547217
2.884621,8.679357,-8.031477
1.417960,0.151659,3.188728
7.858302,4.715099,3.785004
6.186774,-5.191823,5.270300
5.374552,0.847207,-0.378985
-1.712392,-8.528648,0.533951
0.152450,5.031960,-7.378143
-9.812477,5.279469,-7.976141
9.305756,-8.215116,-7.681595
7.925475,4.904910,-5.629394
1.709205,-5.184141,7.689206
-2.078136,-8.869944,8.544322
-0.951594,7.415635,-5.395382
-0.220764,1.425087,7.057784
-5.632715,8.410220,-9.227478
-1.832198,-8.923618,-7.896753
0.595633,1.459080,-7.710125
-9.148649,0.018048,4.494987
-0.115384,-3.078288,-9.298509
-2.669898,8.312013,0.098579
7.235367,8.470765,-9.693058
-4.200770,-5.212844,4.329248
-7.968531,5.547556,-5.106756
-1.366746,1.831986,0.290320
5.372706,4.431749,6.071582
4.810368,0.123592,6.366282
-8.814717,1.517410,7.234951
1.023477,6.573090,-7.518850
4.203472,-9.968560,-9.364058
-4.173118,3.428716,-3.995270
-1.323250,-4.534085,-7.514184
-7.313429,-7.901148,-1.679349
6.411679,-4.797556,-7.033405
-9.722436,-5.574557,-2.941691
5.238601,-1.575948,3.733823
0.533828,-3.402419,-7.127111
-2.492837,4.893302,4.597688
4.639074,-6.524796,1.133945
3.710283,7.409111,1.167859
-3.105220,0.713018,9.245283
8.463424,5.054300,3.739214
-3.276680,-2.785350,4.158157
3.251085,-2.050972,-9.725175
-1.840990,3.350240,-5.611087
-8.223661,2.351421,-9.616367
-5.655162,-5.878900,-2.510306
-2.003540,-4.121032,0.485554
5.843034,-2.057997,4.541173
3.945643,2.639705,-7.539150
4.667220,-6.625875,-9.437836
-5.670208,-6.584020,-6.598339
0.572917,-3.742139,8.023126
-1.125623,-8.416948,-7.260164
0.705807,2.856678,6.841749
9.395064,-3.191751,-2.645777
4.257367,-9.087061,-7.504539
-4.834247,9.303687,6.749848
3.757021,3.774048,6.175450
0.492191,1.663547,3.678380
-0.794925,5.195089,-4.474335
-3.661434,-8.680662,-7.031886
-0.547573,-5.208324,8.895476
-3.388402,-4.781091,-6.573029
7.477530,7.276271,-0.430504
-5.664846,5.455448,-7.945917
-5.845173,-5.380143,-6.676533
-4.699605,6.089883,-7.829990
-4.834909,7.591239,-5.695995
3.301558,2.516744,5.850510
-3.080972,2.608504,-4.989721
-9.280482,6.139931,-1.898309
-1.231928,5.126878,5.686822
-0.393301,4.317997,-2.245989
-9.436633,-1.650142,8.016086
2.247077,6.683302,5.156449
2.131749,7.228801,-1.885833
-5.247393,1.696089,-7.895145
-0.190838,6.900202,4.082528
-7.906977,3.859859,-9.338077
-1.462133,4.645872,-4.497359
-3.285175,-3.719624,-5.632185
2.151020,1.589667,-8.588261
-0.413209,-6.782402,-4.141657
3.146088,9.933212,-8.140680
-8.967479,-9.550956,8.670642
-8.734101,4.246088,1.122143
-1.757036,9.764837,-0.792791
3.995285,3.742733,0.700507
1.520482,0.846487,2.019151
-2.564934,7.955830,-5.088806
-1.752160,1.403934,-4.198744
6.642316,-4.642612,-4.761206
-0.133607,-8.680990,-7.809225
-5.339972,2.350635,4.071529
-4.822689,6.063838,-7.436268
-1.901721,6.168856,-6.774679
-1.139385,3.819083,-9.418060
0.858363,0.161154,8.267548
-1.223790,7.279442,6.667164
3.319971,7.443419,8.291342
-6.976653,-8.154685,3.496238
-7.377572,7.918800,-3.689881
-8.588433,1.628446,-5.723794
3.865673,-3.860019,6.099968
7.574668,4.876989,1.545519
7.345487,6.909406,2.931074
-8.045465,2.475975,6.079899
8.605232,-1.102278,-7.947744
8.852703,7.016698,-7.282931
6.835114,3.663690,1.057271
9.633382,-3.024549,5.067107
-5.802053,-1.553611,7.086204
-9.571822,-4.901816,0.647419
2.550098,5.477201,2.554582
5.805438,-7.749293,7.743879
5.468858,7.144868,-0.405290
5.481084,-4.287909,-4.165521
-6.041213,-4.059926,-0.469167
-3.720435,-1.903828,1.809524
-1.687110,7.346153,-9.061293
-9.123781,5.250867,-1.300114
-0.193860,0.666090,9.166978
-0.870018,9.273600,-2.296926
-0.737284,-9.270806,-3.348487
7.365183,8.913725,4.055321
-5.187039,-6.030046,7.238211
3.912559,-6.612673,7.095043
-6.266517,-8.771862,8.364467
-3.792907,-6.180806,-4.209770
9.971197,-5.032047,6.979747
-1.451555,-0.845006,4.209842
0.006452,-3.987767,-3.185793
-9.819952,6.559628,-2.668438
7.538041,-4.525994,2.171285
5.287389,-5.636054,-6.111756
-2.527576,3.097851,-5.962019
-1.420648,-1.250103,-8.836060
7.401159,3.322021,-3.876888
-7.798073,8.559896,8.790915
-1.799686,-5.732128,3.982248
-4.317115,-4.140381,2.663781
0.957011,1.745428,4.946081
-8.621037,9.135684,4.544545
-8.360256,9.380640,-7.864001
-8.187174,-1.199497,-2.396556
4.221114,8.751958,-4.184345
8.839809,-6.506216,-9.429536
-2.240254,8.906100,4.285780
-0.772423,-3.269090,6.519141
1.717653,7.800315,4.072623
8.393544,7.803611,2.628284
-2.843032,-8.646823,5.843850
2.517085,-0.860554,4.994272
-4.141845,2.456632,0.553207
5.959436,3.958066,-5.242159
-5.938166,1.560053,1.131284
8.015213,9.716492,-1.239310
-1.965478,-9.788610,-0.440090
0.917095,-9.014606,-0.496926
4.593349,-5.294485,-2.851355
9.238317,-8.507151,-6.975677
-6.522405,3.588321,-6.140125
4.980794,-8.338411,9.430252
-3.636725,4.150039,0.320195
7.951135,8.331484,-7.073756
3.963158,6.579558,4.955522
9.857117,6.602502,5.576655
3.346680,3.302463,-5.027043
-7.221664,1.652324,-2.409203
-6.485168,9.987282,1.976048
5.130396,9.837880,2.338254
-8.005985,-8.207932,7.366315
1.139138,1.239674,-5.488487
1.127332,6.320415,1.688855
4.713495,-4.136073,8.367574
-0.526721,-6.845585,-6.684151
4.687059,6.552645,9.493298
-9.079069,-8.448232,4.565335
0.774976,8.456081,-8.565349
-5.249708,8.547365,-3.811313
4.578610,9.994501,-4.896452
-0.316639,-7.459544,0.231551
9.967799,7.056600,-3.778765
-1.571286,1.924151,-3.443611
-0.847554,-0.602316,7.370504
1.040720,2.707713,-8.895664
-0.613021,-5.773178,-0.825004
-8.194700,4.513224,7.282322
-6.459428,5.285758,-4.223030
-2.956156,9.250478,-9.891802
-4.990653,-4.696446,7.537966
-8.187073,7.987576,-3.561906
6.109553,4.457547,-0.408298
-4.781977,-0.397518,0.076238
9.140288,2.792568,-8.639424
2.225245,-1.365522,-5.730008
-9.616277,-1.284656,8.106881
1.496445,-2.988787,-4.815095
-3.979701,7.876611,-9.214052
6.920387,-8.867270,4.491020
-9.636972,-6.820652,-8.056599
-2.726587,1.182233,3.421248
-3.674022,0.355239,6.392416
5.823108,6.868759,0.414062
1.231759,-1.917605,5.468728
8.341602,3.328974,-8.067097
6.620909,-2.048842,-9.643023
-5.522016,4.422844,-5.238517
2.864995,-9.851368,9.455146
-8.074363,-8.777413,0.903865
3.344351,-6.267813,0.277485
-6.398075,9.967647,-8.781874
8.968380,1.990193,0.986825
8.536369,-8.283288,-3.491139
-8.169996,-5.133622,7.483214
3.410372,3.565581,-5.292305
6.012973,1.207933,1.587534
2.028689,0.667473,8.139091
7.970859,1.444919,6.575939
-9.566039,-0.860324,-4.326014
1.416568,-5.705762,-8.440366
-5.930158,5.308541,1.513081
7.024634,6.005069,3.968191
1.804524,-3.677941,-3.017132
4.930091,6.683560,-9.740602
-0.827774,-3.708843,-2.023345
-6.090029,3.933194,-1.299091
6.891666,-8.759880,-2.989702
8.353870,0.492942,9.831300
